feature,stability_freq,mean_sign,rf_importance_mean,stable_core_flag
motor_vehicle_crash_deaths_ci_high,1.0,-1.0,0.007291125546279941,1
irr_county_value,1.0,-1.0,0.0031923222539153094,1
ratio_of_population_to_primary_care_physicians,1.0,-1.0,0.0030847733473836764,1
gender_pay_gap_ci_high,1.0,-1.0,0.0028418194614094885,1
driving_alone_to_work_ci_low_white,1.0,1.0,0.002777304055808351,1
poor_mental_health_days_ci_high,1.0,1.0,0.0026915495910978956,1
ratio_of_population_to_primary_care_providers_other_than_physic,1.0,-1.0,0.0026805237871150365,1
suicides_ci_high_white,1.0,-1.0,0.002090586715775737,1
some_college_ci_high,1.0,-1.0,0.0020415288764337254,1
adult_obesity_ci_low,0.9933333333333333,-0.9933333333333333,0.0033838967264263596,1
rural_raw_value,0.9933333333333333,-0.9933333333333333,0.0030478129035768904,1
poor_mental_health_days_raw_value,0.9933333333333333,0.9933333333333333,0.002311438891515165,1
low_birthweight_ci_low_white,0.9933333333333333,0.9933333333333333,0.0021842354946304573,1
motor_vehicle_crash_deaths_raw_value,0.9866666666666667,-0.9866666666666667,0.004379472794900103,1
gender_pay_gap_raw_value,0.9866666666666667,-0.9866666666666667,0.002599577265052947,1
american_indian_or_alaska_native_raw_value,0.98,-0.98,0.0026343185320454104,1
driving_alone_to_work_ci_high,0.98,-0.98,0.002266953808608297,1
motor_vehicle_crash_deaths_ci_high_white,0.9733333333333334,-0.9733333333333334,0.005064322134467026,1
div_9,0.9733333333333334,-0.9733333333333334,0.00021983772158638203,1
social_associations_numerator,0.96,0.96,0.008692976722472337,1
high_school_graduation_raw_value,0.96,-0.9466666666666667,0.002823423819580686,1
some_college_raw_value,0.96,-0.96,0.0019045203391102018,1
percentage_of_households_with_high_housing_costs_ci_low,0.9466666666666667,0.9466666666666667,0.001991617568273079,1
div_5,0.9466666666666667,-0.9333333333333333,0.0003494104525667141,1
access_to_exercise_opportunities_raw_value,0.94,0.94,0.003761597685818711,1
injury_deaths_ci_low_white,0.94,0.94,0.001926330438104015,1
income_inequality_ci_high,0.9333333333333333,-0.9333333333333333,0.002857767668363031,1
other_primary_care_providers_raw_value,0.92,0.92,0.0029495399811469646,1
median_household_income_ci_low_white,0.92,0.92,0.0019807524806010873,1
number_of_juvenile_delinquency_cases_formally_processed_by_a_ju,0.92,0.92,0.0016871989014356575,1
frequent_mental_distress_ci_high,0.92,0.92,0.0016184789583582283,1
premature_death_flag_0_no_flag_1_unreliable_2_suppressed,0.92,-0.92,5.432551260441458e-06,1
limited_access_to_healthy_foods_denominator,0.9066666666666666,0.9066666666666666,0.005819581585766227,1
premature_death_flag_black_no_flag_1_unreliable_2_suppressed,0.9066666666666666,0.9066666666666666,0.00015971902441206482,1
homeownership_numerator,0.9,0.9,0.007905528154865931,1
non_hispanic_white_numerator,0.8933333333333333,0.8933333333333333,0.0124533218130698,1
percentage_of_households_with_overcrowding_ci_high,0.8733333333333333,-0.8733333333333333,0.0022972271752283954,1
motor_vehicle_crash_deaths_white,0.8666666666666667,-0.8666666666666667,0.0030667699757803823,1
census_participation_raw_value,0.8666666666666667,0.8666666666666667,0.0025955501938479185,1
severe_housing_cost_burden_ci_low,0.8666666666666667,0.8666666666666667,0.0024656110528549534,1
flu_vaccinations_white,0.86,-0.86,0.0028814969820029016,1
child_mortality_ci_high,0.8333333333333334,-0.8333333333333334,0.002013021768562859,1
div_6,0.82,0.62,0.00017177559599414178,1
school_segregation_raw_value,0.8133333333333334,0.8133333333333334,0.002800807431911903,1
non_hispanic_black_numerator,0.8133333333333334,0.8133333333333334,0.0023866871755262578,1
firearm_fatalities_white,0.8133333333333334,-0.8133333333333334,0.002203152940078203,1
median_household_income_ci_low_hispanic,0.7933333333333333,-0.7933333333333333,0.002718049241634479,1
ratio_of_population_to_mental_health_providers,0.7933333333333333,-0.7933333333333333,0.0021373484531015635,1
children_eligible_for_free_or_reduced_price_lunch_raw_value,0.78,-0.74,0.003167863536049969,1
preventable_hospital_stays_white,0.78,-0.78,0.0030295147830699154,1
low_birthweight_numerator,0.78,0.78,0.003025394712726644,1
div_3,0.78,-0.74,0.00047909892510667026,1
low_birthweight_denominator,0.7733333333333333,0.7733333333333333,0.005388888939006409,1
diabetes_prevalence_ci_low,0.7733333333333333,-0.7733333333333333,0.0019737449381813602,1
low_birthweight_ci_high,0.76,-0.76,0.0021013629880248606,1
div_2,0.76,0.04,0.0002546775271590907,1
alcohol_impaired_driving_deaths_ci_low,0.7533333333333333,0.7533333333333333,0.0020288751248948816,1
motor_vehicle_crash_deaths_ci_low,0.7466666666666667,-0.7466666666666667,0.0037301253731952767,1
broadband_access_ci_low,0.7466666666666667,0.7466666666666667,0.002068638712209499,1
unemployment_denominator,0.74,0.74,0.009114518467642168,1
child_care_centers_denominator,0.74,0.74,0.00453201715471089,1
long_commute_driving_alone_ci_high,0.74,-0.74,0.003576662407229665,1
firearm_fatalities_ci_high_white,0.7333333333333333,-0.7333333333333333,0.0027770805451087554,1
native_hawaiian_or_other_pacific_islander_numerator,0.7333333333333333,-0.68,0.0017888291716401839,1
premature_age_adjusted_mortality_ci_high,0.7333333333333333,-0.7333333333333333,0.0016896559512430739,1
div_7,0.7333333333333333,0.6266666666666667,8.897923342326694e-05,1
div_4,0.72,0.48,0.00013863702154983662,1
primary_care_physicians_raw_value,0.7133333333333334,0.7133333333333334,0.003408543832506914,1
adult_smoking_ci_low,0.7133333333333334,-0.7133333333333334,0.0019029618117837959,1
children_in_poverty_hispanic,0.7066666666666667,-0.7066666666666667,0.003123132316893824,1
drinking_water_violations_raw_value,0.7066666666666667,0.7066666666666667,0.0001852386340764913,1
food_environment_index_numerator,0.7,-0.7,0.0022567452506805034,1
limited_access_to_healthy_foods_raw_value,0.7,-0.7,0.0022350608886339213,1
hiv_prevalence_numerator,0.6933333333333334,0.6933333333333334,0.0018517951152463015,1
div_8,0.6933333333333334,0.5733333333333334,0.00019922826594621996,1
voter_turnout_denominator,0.6866666666666666,0.6866666666666666,0.007839406870523454,1
injury_deaths_ci_low,0.6866666666666666,0.6866666666666666,0.0017565279848582975,1
children_in_poverty_ci_high,0.68,-0.68,0.00182996406566733,1
diabetes_prevalence_raw_value,0.68,-0.68,0.0017624155496335366,1
children_in_single_parent_households_denominator,0.6733333333333333,0.6733333333333333,0.004026118262203373,1
median_household_income_ci_high_hispanic,0.6733333333333333,0.32666666666666666,0.0028484913324534535,1
gender_pay_gap_numerator,0.66,-0.66,0.0028698656948726673,1
other_primary_care_providers_numerator,0.6533333333333333,0.6533333333333333,0.011016311583418061,1
juvenile_arrests_raw_value,0.6533333333333333,0.37333333333333335,0.0030234523717738767,1
child_mortality_raw_value,0.6533333333333333,-0.6533333333333333,0.001977954580863859,1
income_inequality_raw_value,0.6466666666666666,-0.6466666666666666,0.00257756296367207,1
premature_death_flag_aian_no_flag_1_unreliable_2_suppressed,0.6466666666666666,0.6333333333333333,7.198895827564249e-05,1
rural_numerator,0.64,0.6133333333333333,0.0024802393756339232,1
suicides_ci_low_white,0.64,0.64,0.0019452478324224268,1
juvenile_arrests_denominator,0.6266666666666667,0.6266666666666667,0.0015448170072256415,1
frequent_mental_distress_raw_value,0.62,0.62,0.0014759007607326193,1
_5_digit_fips_c3,0.6133333333333333,0.38666666666666666,0.0032165079600868247,1
_5_digit_fips_c2,0.6133333333333333,0.38666666666666666,0.0031854202036179307,1
state_fips_c3,0.6066666666666667,0.38,0.001824330986583758,1
state_fips_c2,0.6066666666666667,0.38,0.00180872061952858,1
premature_death_flag_hispanic_no_flag_1_unreliable_2_suppressed,0.6066666666666667,-0.15333333333333332,0.0001100220697665475,1
excessive_drinking_ci_low,0.6,-0.5733333333333334,0.0027260544377469163,1
below_18_years_of_age_numerator,0.5933333333333334,0.5933333333333334,0.0037385068827577557,0
