feature,stability_freq,mean_sign,rf_importance_mean,stable_core_flag
american_indian_or_alaska_native_raw_value,1.0,-1.0,0.003907499117829911,1
driving_alone_to_work_ci_low_white,1.0,1.0,0.0028839593321096832,1
limited_access_to_healthy_foods_raw_value,1.0,-1.0,0.0026515118891717953,1
food_environment_index_numerator,1.0,-1.0,0.0026096001419024235,1
number_of_juvenile_delinquency_cases_formally_processed_by_a_ju,1.0,1.0,0.002332839662530015,1
irr_county_value,1.0,-1.0,0.0019284435739355598,1
div_5,1.0,-1.0,0.0012854205282442916,1
premature_death_flag_black_no_flag_1_unreliable_2_suppressed,1.0,1.0,0.0002873280923221413,1
lbw_unreliable_indicator_unreliable_numerator_20_or_relative_st,1.0,-1.0,1.3664370403184328e-06,1
high_school_graduation_raw_value,0.9933333333333333,-0.9933333333333333,0.005170654397616238,1
gender_pay_gap_raw_value,0.9933333333333333,-0.9933333333333333,0.0029729155738245595,1
ratio_of_population_to_primary_care_providers_other_than_physic,0.9933333333333333,-0.9933333333333333,0.002265185617823772,1
some_college_ci_high,0.9933333333333333,-0.9933333333333333,0.0019166555434965479,1
premature_death_ci_high_white,0.9933333333333333,-0.9933333333333333,0.0018322848917873902,1
div_9,0.9933333333333333,-0.9933333333333333,0.00037018936262814755,1
rural_numerator,0.9866666666666667,0.9866666666666667,0.002007776627539416,1
premature_death_ci_high,0.98,-0.98,0.002197128858493986,1
_65_and_older_raw_value,0.9733333333333334,-0.9733333333333334,0.002758698808838656,1
driving_alone_to_work_ci_high,0.9733333333333334,-0.9733333333333334,0.0026457032756156324,1
native_hawaiian_or_other_pacific_islander_numerator,0.9733333333333334,0.9733333333333334,0.0021847546012651663,1
median_household_income_ci_low_white,0.9733333333333334,0.9733333333333334,0.002030628151830411,1
ratio_of_population_to_primary_care_physicians,0.96,-0.96,0.0024893678730063145,1
primary_care_physicians_raw_value,0.9533333333333334,0.9533333333333334,0.003003045302975688,1
alcohol_impaired_driving_deaths_ci_low,0.9533333333333334,0.9533333333333334,0.002386492271094831,1
drinking_water_violations_raw_value,0.9466666666666667,0.9333333333333333,0.00023937265110113247,1
div_6,0.9333333333333333,0.92,0.00023532471286115793,1
gender_pay_gap_ci_high,0.9266666666666666,-0.9266666666666666,0.003106420253050068,1
poor_mental_health_days_raw_value,0.9266666666666666,0.9266666666666666,0.0021678085040759774,1
median_household_income_ci_low_hispanic,0.9133333333333333,-0.9133333333333333,0.0026972736826077317,1
child_mortality_ci_high,0.9133333333333333,-0.9133333333333333,0.0018854098323705134,1
not_proficient_in_english_ci_high,0.9066666666666666,-0.9066666666666666,0.0024046956950887406,1
motor_vehicle_crash_deaths_ci_high,0.9,-0.9,0.005779666919195654,1
poor_mental_health_days_ci_high,0.9,0.9,0.0023640819480478205,1
div_7,0.8933333333333333,0.8266666666666667,0.00013765919876997386,1
unemployment_raw_value,0.8666666666666667,0.8533333333333334,0.0028618168087066174,1
other_primary_care_providers_raw_value,0.8666666666666667,0.8666666666666667,0.0023212722298734238,1
drug_overdose_deaths_numerator,0.86,0.86,0.0030954201104307828,1
alcohol_impaired_driving_deaths_ci_high,0.86,-0.86,0.0024359962245008213,1
rural_raw_value,0.8533333333333334,-0.8533333333333334,0.0033779096530318718,1
premature_death_flag_asian_pacific_islander_no_flag_1_unreliabl,0.8533333333333334,0.8133333333333334,0.00010992175401089131,1
excessive_drinking_ci_low,0.8466666666666667,-0.8333333333333334,0.004364729572776836,1
mental_health_providers_numerator,0.84,0.84,0.012458122007494798,1
juvenile_arrests_raw_value,0.8333333333333334,0.6333333333333333,0.0038148437685678713,1
children_eligible_for_free_or_reduced_price_lunch_raw_value,0.8333333333333334,-0.82,0.0029979536488011663,1
low_birthweight_ci_low,0.8266666666666667,0.8266666666666667,0.0019316121554066653,1
access_to_exercise_opportunities_raw_value,0.82,0.82,0.003425868941376622,1
preventable_hospital_stays_white,0.8133333333333334,-0.8,0.003105408017764219,1
social_associations_numerator,0.8066666666666666,0.8066666666666666,0.005420596605039736,1
broadband_access_ci_low,0.7866666666666666,0.7866666666666666,0.0025650271224775785,1
low_birthweight_ci_low_white,0.7733333333333333,0.7733333333333333,0.002007168740850103,1
frequent_mental_distress_ci_high,0.7733333333333333,0.7733333333333333,0.0014823448690705918,1
div_8,0.7666666666666667,0.6866666666666666,0.000198463524737999,1
reading_scores_raw_value,0.76,0.76,0.0026685118184391335,1
residential_segregation_black_white_raw_value,0.74,0.7266666666666667,0.0032647499146999273,1
premature_death_flag_hispanic_no_flag_1_unreliable_2_suppressed,0.74,-0.4066666666666667,0.00012614736292491688,1
excessive_drinking_raw_value,0.7333333333333333,-0.6933333333333334,0.00424612854227604,1
motor_vehicle_crash_deaths_raw_value,0.7333333333333333,-0.7333333333333333,0.0032240762006177544,1
div_2,0.7333333333333333,-0.5333333333333333,0.00034348782315957556,1
injury_deaths_numerator,0.7266666666666667,0.7266666666666667,0.003931496442939347,1
