feature,stability_freq,mean_sign,rf_importance_mean,stable_core_flag
social_associations_numerator,1.0,1.0,0.020939894112507976,1
unemployment_denominator,1.0,1.0,0.01339648166685737,1
driving_alone_to_work_numerator,1.0,1.0,0.011687713424494236,1
child_care_centers_denominator,1.0,1.0,0.007341784169806609,1
rural_raw_value,1.0,-1.0,0.006049474098174064,1
ratio_of_population_to_primary_care_physicians,1.0,-1.0,0.006032074991719763,1
long_commute_driving_alone_ci_high,1.0,-1.0,0.005128852110170582,1
children_in_single_parent_households_denominator,1.0,1.0,0.00505277152592039,1
uninsured_children_denominator,1.0,1.0,0.0049214407026020035,1
other_primary_care_providers_raw_value,1.0,1.0,0.004820301770984968,1
ratio_of_population_to_dentists,1.0,-1.0,0.004803153167022847,1
ratio_of_population_to_primary_care_providers_other_than_physic,1.0,-1.0,0.004797488553026038,1
below_18_years_of_age_numerator,1.0,1.0,0.0042648062774597595,1
non_hispanic_white_numerator,1.0,1.0,0.003684097650726312,1
homeownership_numerator,1.0,1.0,0.003230224415884148,1
driving_alone_to_work_ci_low_white,1.0,1.0,0.002147137681331374,1
rural_numerator,1.0,1.0,0.0020584584631315756,1
alcohol_impaired_driving_deaths_ci_high,1.0,-1.0,0.0016618388529932883,1
percentage_of_households_with_high_housing_costs_ci_low,1.0,1.0,0.0015156752008684288,1
children_in_poverty_ci_high_white,1.0,-1.0,0.001458523055035595,1
low_birthweight_ci_low_white,1.0,1.0,0.0013338421719658114,1
premature_death_ci_high,1.0,-1.0,0.0011523561985881125,1
premature_age_adjusted_mortality_ci_high_white,1.0,-1.0,0.001093681255834823,1
premature_age_adjusted_mortality_ci_high,1.0,-1.0,0.0010229290073397873,1
premature_death_flag_0_no_flag_1_unreliable_2_suppressed,1.0,-1.0,1.5442097882487224e-06,1
primary_care_physicians_raw_value,0.9933333333333333,0.9933333333333333,0.006762984712706643,1
ratio_of_population_to_mental_health_providers,0.9933333333333333,-0.9933333333333333,0.0030094558807903116,1
reading_scores_raw_value,0.9933333333333333,-0.9933333333333333,0.0015675783719648223,1
low_birthweight_ci_low,0.9933333333333333,0.9933333333333333,0.0014576520650136158,1
children_eligible_for_free_or_reduced_price_lunch_denominator,0.9933333333333333,0.9933333333333333,0.0012979312029433392,1
alcohol_impaired_driving_deaths_denominator,0.9933333333333333,0.9933333333333333,0.0012209210822298493,1
juvenile_arrests_denominator,0.9933333333333333,0.9933333333333333,0.0011678739694897672,1
alcohol_impaired_driving_deaths_numerator,0.9933333333333333,0.9933333333333333,0.0009215851797120075,1
uninsured_denominator,0.9866666666666667,0.9866666666666667,0.007889415395319151,1
long_commute_driving_alone_raw_value,0.9866666666666667,-0.9866666666666667,0.004710977120530889,1
premature_death_ci_high_white,0.9866666666666667,-0.9866666666666667,0.0012639693832810566,1
motor_vehicle_crash_deaths_numerator,0.9866666666666667,0.9866666666666667,0.0011746457432826993,1
premature_death_flag_aian_no_flag_1_unreliable_2_suppressed,0.9866666666666667,-0.9866666666666667,5.1420411252694645e-05,1
long_commute_driving_alone_denominator,0.98,0.98,0.012242786327327655,1
