feature,stability_freq,mean_sign,rf_importance_mean,stable_core_flag
limited_access_to_healthy_foods_raw_value,1.0,-1.0,0.002605484396853869,1
food_environment_index_numerator,1.0,-1.0,0.0025791652303104834,1
some_college_ci_high,1.0,-1.0,0.001893237492253399,1
div_9,1.0,-1.0,0.0004187098623883906,1
premature_death_flag_black_no_flag_1_unreliable_2_suppressed,1.0,1.0,0.0003151263024138053,1
american_indian_or_alaska_native_raw_value,0.9933333333333333,-0.9933333333333333,0.0038240212975330238,1
driving_alone_to_work_ci_low_white,0.9933333333333333,0.9933333333333333,0.002894775694468047,1
irr_county_value,0.9933333333333333,-0.9933333333333333,0.002088104682907309,1
rural_numerator,0.9933333333333333,0.9933333333333333,0.0019553841691665867,1
lbw_unreliable_indicator_unreliable_numerator_20_or_relative_st,0.9933333333333333,-0.9933333333333333,8.19839280825819e-07,1
number_of_juvenile_delinquency_cases_formally_processed_by_a_ju,0.9866666666666667,0.9866666666666667,0.002410974420452164,1
native_hawaiian_or_other_pacific_islander_numerator,0.9866666666666667,0.9866666666666667,0.002221776357140589,1
premature_death_ci_high_white,0.9866666666666667,-0.9866666666666667,0.001812210025145861,1
div_5,0.9866666666666667,-0.9866666666666667,0.0011651589441606426,1
high_school_graduation_raw_value,0.98,-0.98,0.005141369244501494,1
ratio_of_population_to_primary_care_providers_other_than_physic,0.98,-0.98,0.002222469048486975,1
_65_and_older_raw_value,0.9733333333333334,-0.9733333333333334,0.0027618677027044726,1
driving_alone_to_work_ci_high,0.9733333333333334,-0.9733333333333334,0.0025286541814788983,1
alcohol_impaired_driving_deaths_ci_low,0.9733333333333334,0.9733333333333334,0.0023112801047961836,1
premature_death_ci_high,0.9666666666666667,-0.9666666666666667,0.002194265787241832,1
median_household_income_ci_low_white,0.9666666666666667,0.9666666666666667,0.0019750532996700254,1
div_6,0.96,0.92,0.00024313878734303498,1
gender_pay_gap_raw_value,0.9466666666666667,-0.9466666666666667,0.0030295966895360414,1
primary_care_physicians_raw_value,0.9466666666666667,0.9466666666666667,0.0029519179953302888,1
poor_mental_health_days_ci_high,0.9466666666666667,0.9466666666666667,0.002415654757987822,1
drinking_water_violations_raw_value,0.9466666666666667,0.9333333333333333,0.000241134130722465,1
gender_pay_gap_ci_high,0.94,-0.94,0.0031128773179172602,1
drug_overdose_deaths_numerator,0.94,0.94,0.003091872928472644,1
ratio_of_population_to_primary_care_physicians,0.92,-0.92,0.002490136695065089,1
motor_vehicle_crash_deaths_ci_high,0.9066666666666666,-0.9066666666666666,0.005369334010115253,1
poor_mental_health_days_raw_value,0.9,0.9,0.0021338484341082717,1
not_proficient_in_english_ci_high,0.8933333333333333,-0.8933333333333333,0.0023939413854484953,1
social_associations_numerator,0.8866666666666667,0.8866666666666667,0.00615810952765037,1
div_7,0.8866666666666667,0.8066666666666666,0.000134911232605916,1
other_primary_care_providers_raw_value,0.8666666666666667,0.8533333333333334,0.002305621032280103,1
mental_health_providers_numerator,0.86,0.86,0.01240364546928719,1
excessive_drinking_ci_low,0.86,-0.86,0.004381161565327354,1
access_to_exercise_opportunities_raw_value,0.86,0.86,0.0034173649974411696,1
