feature,stability_freq,mean_sign,rf_importance_mean,stable_core_flag
gender_pay_gap_raw_value,1.0,-1.0,0.0041977405512139765,1
limited_access_to_healthy_foods_raw_value,1.0,-1.0,0.0028581031898961763,1
food_environment_index_numerator,1.0,-1.0,0.0028303295727914075,1
driving_alone_to_work_ci_low_white,1.0,1.0,0.0027456624447539132,1
american_indian_or_alaska_native_raw_value,1.0,-1.0,0.002738704226637576,1
low_birthweight_ci_low_white,1.0,1.0,0.0026492998210625573,1
some_college_ci_high,1.0,-1.0,0.002253509700503089,1
injury_deaths_ci_low_white,1.0,1.0,0.00191592318718834,1
premature_death_ci_high,1.0,-1.0,0.0017986381130538787,1
irr_county_value,1.0,-1.0,0.0016849555758958808,1
premature_death_ci_high_white,1.0,-1.0,0.0015369124275441055,1
rural_raw_value,0.9933333333333333,-0.9933333333333333,0.004959077192689501,1
primary_care_physicians_raw_value,0.9866666666666667,0.9866666666666667,0.003232316098621529,1
alcohol_impaired_driving_deaths_ci_low,0.9866666666666667,0.9866666666666667,0.0026153331902663136,1
div_5,0.9866666666666667,-0.9866666666666667,0.001014018489162516,1
poor_mental_health_days_ci_high,0.98,0.98,0.002373065777349012,1
poor_mental_health_days_raw_value,0.9733333333333334,0.9733333333333334,0.002260256287691647,1
number_of_juvenile_delinquency_cases_formally_processed_by_a_ju,0.9733333333333334,0.9733333333333334,0.0020870195687315834,1
income_inequality_ci_high,0.9666666666666667,-0.9666666666666667,0.002922113342783478,1
ratio_of_population_to_primary_care_providers_other_than_physic,0.96,-0.96,0.0021756360979438465,1
gender_pay_gap_ci_high,0.9533333333333334,-0.9533333333333334,0.004296849712882888,1
access_to_exercise_opportunities_raw_value,0.9466666666666667,0.9466666666666667,0.003354159611925218,1
div_8,0.9466666666666667,0.92,0.0005519473117331871,1
lbw_unreliable_indicator_unreliable_numerator_20_or_relative_st,0.9466666666666667,-0.9466666666666667,6.796268316299139e-07,1
alcohol_impaired_driving_deaths_ci_high,0.9333333333333333,-0.9333333333333333,0.0032183808010742584,1
adult_obesity_ci_low,0.9333333333333333,-0.9333333333333333,0.0025345191805343577,1
premature_death_flag_0_no_flag_1_unreliable_2_suppressed,0.9333333333333333,-0.9333333333333333,2.8933263202445444e-06,1
other_primary_care_providers_raw_value,0.9266666666666666,0.9266666666666666,0.0021998059794247405,1
div_9,0.9266666666666666,-0.9266666666666666,0.00013731894779804376,1
flu_vaccinations_white,0.9133333333333333,-0.9133333333333333,0.0031074961973029756,1
excessive_drinking_ci_low,0.9066666666666666,-0.9066666666666666,0.0035378511851603656,1
suicides_ci_low_white,0.9066666666666666,0.9066666666666666,0.001923242026291256,1
teen_births_ci_high_white,0.9066666666666666,-0.9066666666666666,0.001812982345318794,1
children_eligible_for_free_or_reduced_price_lunch_raw_value,0.8866666666666667,-0.8866666666666667,0.0032543475783852597,1
ratio_of_population_to_primary_care_physicians,0.8866666666666667,-0.8866666666666667,0.0030450680182944286,1
premature_death_flag_black_no_flag_1_unreliable_2_suppressed,0.8866666666666667,0.8733333333333333,0.0002666798803351122,1
median_household_income_ci_low_hispanic,0.88,-0.88,0.002795228254778101,1
suicides_ci_high_white,0.88,-0.88,0.0018796342816153348,1
div_6,0.88,0.7866666666666666,0.00019045444453808148,1
premature_death_flag_hispanic_no_flag_1_unreliable_2_suppressed,0.88,-0.84,0.0001501715044892523,1
rural_numerator,0.8733333333333333,0.86,0.002450415170903283,1
juvenile_arrests_raw_value,0.8666666666666667,0.8133333333333334,0.004286232377879622,1
frequent_mental_distress_ci_high,0.86,0.86,0.0015721983823378599,1
driving_alone_to_work_ci_high,0.8533333333333334,-0.8533333333333334,0.002102326990816732,1
excessive_drinking_raw_value,0.8466666666666667,-0.82,0.003403271393684938,1
_65_and_older_raw_value,0.8466666666666667,-0.8466666666666667,0.002668107250476176,1
motor_vehicle_crash_deaths_ci_high_white,0.8466666666666667,-0.8466666666666667,0.002552967634345191,1
low_birthweight_ci_low,0.8333333333333334,0.8333333333333334,0.0021915554695127065,1
adult_obesity_raw_value,0.8266666666666667,-0.8266666666666667,0.0021180855990027446,1
injury_deaths_ci_high_white,0.8266666666666667,-0.8266666666666667,0.0019739483197467175,1
motor_vehicle_crash_deaths_ci_high,0.82,-0.82,0.0028811794977415496,1
premature_age_adjusted_mortality_ci_high_white,0.8133333333333334,-0.8133333333333334,0.0015680691739490403,1
div_4,0.8066666666666666,-0.23333333333333334,0.00018433895158558822,1
gender_pay_gap_ci_low,0.8,-0.8,0.0037800173757956803,1
child_care_centers_numerator,0.8,0.8,0.0036680717351167255,1
child_mortality_ci_high,0.8,-0.8,0.0016913207035308105,1
social_associations_numerator,0.7933333333333333,0.7933333333333333,0.006520167190579893,1
some_college_raw_value,0.7933333333333333,-0.7933333333333333,0.0020023059176087917,1
injury_deaths_ci_low,0.7933333333333333,0.7933333333333333,0.001967935841324275,1
premature_age_adjusted_mortality_ci_high,0.7933333333333333,-0.7933333333333333,0.001540323206050623,1
broadband_access_ci_low,0.7866666666666666,0.7866666666666666,0.0021272621673283933,1
income_inequality_raw_value,0.7733333333333333,-0.7733333333333333,0.0026850758510408934,1
high_school_graduation_raw_value,0.7666666666666667,-0.6733333333333333,0.003465389152573713,1
injury_deaths_numerator,0.76,0.76,0.005296682713826336,1
preventable_hospital_stays_white,0.76,-0.72,0.003695368535845618,1
school_segregation_raw_value,0.76,0.7333333333333333,0.002750461415222042,1
census_participation_raw_value,0.76,0.76,0.0027098395859724493,1
drinking_water_violations_raw_value,0.7533333333333333,0.5933333333333334,0.00021930308077134234,1
poor_mental_health_days_ci_low,0.7466666666666667,0.7466666666666667,0.0026334650433748733,1
firearm_fatalities_ci_high,0.74,-0.74,0.0017731079218191127,1
premature_death_flag_asian_pacific_islander_no_flag_1_unreliabl,0.7333333333333333,0.6266666666666667,0.00011079214309293775,1
excessive_drinking_ci_high,0.7266666666666667,-0.66,0.0035886085872017166,1
primary_care_physicians_numerator,0.72,0.72,0.01011084914808036,1
voter_turnout_numerator,0.7133333333333334,0.7133333333333334,0.008612880176986134,1
mental_health_providers_numerator,0.7,0.7,0.007465819159632239,1
driving_alone_to_work_white,0.6933333333333334,0.6933333333333334,0.002210714147634655,1
div_3,0.6866666666666666,-0.58,0.00035302041237152647,1
non_hispanic_white_numerator,0.6733333333333333,0.6733333333333333,0.007996656647134547,1
other_primary_care_providers_numerator,0.6666666666666666,0.6666666666666666,0.010645825542598806,1
alcohol_impaired_driving_deaths_denominator,0.6666666666666666,0.6666666666666666,0.0025130857670408275,1
female_raw_value,0.6666666666666666,0.6666666666666666,0.002404948346339919,1
native_hawaiian_or_other_pacific_islander_numerator,0.6666666666666666,0.6666666666666666,0.002265637515329165,1
